freq,ipc,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 
A,LSR,NR,CA	: 	2 	1 	: 	1 	1.5 	0.33 	1 	2.31 	: 	4 	1.5 	1 	3 	3.75 	1 	7.5 	6.26 	1.5 	8.5 	7.58 	8.21 	6.53 	4.46 	4 	2.67 	5 	6 	4 	4.25 	3.33 	4.83 	2.17 	4.67 p
A,LSR,NR,CH	1 	2 	2 	2 	2.5 	2.5 	4 	3.25 	9.25 	9.5 	9.25 	8.25 	6.75 	3.33 	3 	7 	4.25 	5.14 	8.39 	11.8 	15.25 	11.25 	7 	9.42 	10.8 	6 	6.38 	5.67 	3.75 	3.5 	10.42 	7.33 	3.75 	6.25 p
A,LSR,NR,CN_X_HK	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	0.25 	: 	: 	: 	: 	: 	: 	: 	1 	: 	0.37 	: 	1 	3.33 	: 	2.25 	: 	2 	5.5 	4 	5 	9.75 	8.19 	10.75 	8.25 p
A,LSR,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.25 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	0.2 	: 	: 
A,LSR,NR,DE	10 	13.5 	13 	23 	33.75 	23 	37 	49.25 	36.17 	42.5 	46.42 	44.5 	34 	32 	38.08 	52.25 	67.75 	51.17 	64.19 	53.22 	74.98 	78.93 	63.55 	67.14 	64.75 	59.1 	39.67 	48.56 	60.87 	64.19 	40.08 	44.48 	40.17 	31.54 p
A,LSR,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	1 	: 	1 	3.72 	3 	4.2 	2.5 	6.13 	5 	1 	4.3 	3.87 	5.83 	2 	5 	3 	2 	4.85 	4.5 	5 p
A,LSR,NR,EA18	23 	31 	31 	42.5 	60.53 	40.5 	65.5 	75.25 	68.68 	100 	91.77 	122.1 	85 	80.33 	96.08 	117.29 	118.63 	108.83 	119.04 	148.77 	146.19 	153.26 	128.87 	134.06 	110.84 	117.12 	95.66 	90.33 	121.95 	114.24 	88.01 	83.87 	81.67 	68.04 p
A,LSR,NR,EA19	23 	31 	31 	42.5 	60.53 	40.5 	65.5 	75.25 	68.68 	100 	91.77 	122.1 	85 	80.33 	96.08 	117.29 	118.63 	108.83 	119.04 	148.77 	146.86 	153.26 	128.87 	134.06 	110.84 	117.12 	96.66 	91.33 	121.95 	115.24 	88.01 	84.87 	86.17 	70.04 p
A,LSR,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.14 	: 	: 	: 	: 	: 	: 
A,LSR,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	1 	: 	0.6 	: 	1 	: 	2.5 	1 	1.5 	: 	0.83 	1.83 	: 	: 	3 	1.13 	2 	: 	4 p
A,LSR,NR,EU27_2020	25 	31 	32 	43.5 	61.53 	40.5 	65.5 	76.25 	71.68 	103.5 	92.77 	125.1 	89 	85.83 	100.08 	121.29 	127.63 	123.54 	135.38 	161.96 	154.97 	172.76 	140.43 	137.31 	118.15 	126.9 	104.29 	95.33 	132.62 	120.13 	92.01 	92.32 	92.67 	82.04 p
A,LSR,NR,EU28	30 	34 	42 	53.5 	78.03 	70.75 	106.5 	104.75 	94.18 	132.33 	125.27 	137.62 	106.33 	110.83 	132.75 	148.89 	158.63 	150.46 	155.31 	190.33 	190.05 	246.18 	192.4 	164.81 	137.54 	146.82 	119.12 	103.33 	150.68 	129.38 	105.44 	102.66 	111.92 	91.16 p
A,LSR,NR,EX_SU	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,NR,FI	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.5 	: 	1 	1 	5.5 	1 	2 	5.67 	3 	3.75 	1.83 	3 	1 	1 	1 	1 p
A,LSR,NR,FR	10 	11 	13 	11.5 	15.78 	13 	18.25 	14 	18.18 	37.83 	24.63 	53.5 	25 	23.5 	36 	41 	33.41 	42.39 	35.62 	54.42 	41.44 	45.42 	23.1 	36.42 	28.33 	37.52 	30.91 	13.63 	36.92 	26.8 	31.13 	20.6 	23.33 	16.08 p
A,LSR,NR,HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,NR,HU	: 	: 	: 	1 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.11 	: 	: 	: 	: 	1 	: 	: 	2 	: 	1 	1 	: 	1 p
A,LSR,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.75 	1.22 	0.1 	: 	: 	: 	: 	: 	: 	: 	2.8 	3 	4 	3 	1.33 	1.5 	1 	3 	1 	1 	1 	: 	2 	1 	1.67 p
A,LSR,NR,IL	0.33 	: 	0.33 	: 	: 	1 	3 	2 	: 	2.33 	: 	0.17 	: 	: 	3.5 	2.33 	3 	5 	5.33 	4 	6.25 	3.77 	5.5 	6 	: 	9 	1 	1 	6.5 	3 	7.2 	1.5 	7 	3 p
A,LSR,NR,IN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	: 	: 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,NR,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,NR,IT	1 	3 	1 	2 	5 	3 	4.25 	2 	2.33 	9.92 	7.5 	6 	11 	6 	10 	6.33 	6.48 	5 	8.5 	15 	18.52 	9.5 	16.08 	13.5 	4.33 	3.5 	6 	3.25 	5.5 	1 	1 	2 	0.58 	0.25 p
A,LSR,NR,JP	9 	21 	20 	25.67 	57.25 	68 	61.25 	110 	99 	123 	164.69 	122.3 	134 	125.5 	106 	127.33 	147 	177 	188.79 	263.56 	248.88 	234.92 	146.84 	137.19 	144.42 	131 	101.17 	129.5 	90.17 	96.42 	100.96 	91.03 	68 	57.33 p
A,LSR,NR,KR	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	0.2 	1 	: 	0.5 	0.33 	1 	3.33 	6.25 	5 	7 	11 	12.5 	22 	32.33 	24.95 	25 	9 	11 	6.21 	3 	7.75 	2.6 	2 	5 	3 p
A,LSR,NR,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 
A,LSR,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.67 	: 	: 	: 	: 	: 	1 	1 	: 	1 	: 	1 	4.5 	2 p
A,LSR,NR,MX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 
A,LSR,NR,NL	1 	2 	4 	6 	6 	: 	6 	9 	10 	8 	8 	17 	11 	16 	12 	13.38 	9 	6.67 	6 	8 	2.33 	2 	12.57 	4.83 	6.14 	3 	4 	12.5 	11.5 	7.5 	5 	4.5 	12.58 	6 p
A,LSR,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.25 	: 	: 	: 	0.17 	: 	2 	: 	1 	1 	: 	1 	: 	: 	1 	: 	: 	: 	: 	0.5 p
A,LSR,NR,NZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	1 	: 
A,LSR,NR,PL	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	1 	: 	: 	: 	1 	: 	: 	: 	3.2 	1.4 	: 	1 	0.5 	0.5 	: 	: 	0.89 	1 	: 	: 	4 p
A,LSR,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.5 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0.4 	: 	: 
A,LSR,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	1 	: 	: 	1 	0.33 	: 	: 	1 	: 	: 	: 	: 	0.13 	: 	0.67 	: 	: 	: 	: 	: 
A,LSR,NR,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	1 	3 	3 	2.75 	3.86 	0.83 	3.67 	3.64 	3.25 	1 	2.5 	2 	1.33 	6.53 	: 	0.25 	1.5 	1.5 	0.2 	0.67 	1 	0.5 p
A,LSR,NR,SE	2 	: 	1 	: 	1 	: 	: 	0.5 	2 	3.5 	: 	2 	4 	4.5 	2 	4 	8 	9 	13 	9 	5.5 	9.17 	5.17 	2 	2 	4.08 	1.17 	2 	3 	1 	: 	1.6 	2 	2 p
A,LSR,NR,SG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	1.03 	1.6 	6.45 	1.67 	1.5 	1.92 	: 	: 	: 	: 	1 	: 	: 	1 	: 
A,LSR,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	1 	1 	: 	1 	3 p
A,LSR,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 p
A,LSR,NR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 
A,LSR,NR,TW	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.25 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.5 	1.25 	0.08 	0.33 	1 	1.5 	4 	: 	2 	: 	: 	3 	0.33 	: 	: 
A,LSR,NR,UK	5 	3 	10 	10 	16.5 	30.25 	41 	28.5 	22.5 	28.83 	32.5 	12.52 	17.33 	25 	32.67 	27.6 	31 	26.92 	19.93 	28.37 	35.08 	73.42 	51.97 	27.5 	19.39 	19.92 	14.83 	8 	18.06 	9.25 	13.43 	10.34 	19.25 	9.12 p
A,LSR,NR,US	24.67 	27 	39.67 	35.5 	51.72 	78 	91.92 	78.5 	101.22 	120.13 	134.12 	147.67 	159.42 	125.17 	139.75 	126.36 	130.81 	212.88 	218.98 	266.48 	219.4 	218.05 	201.14 	184.68 	139.76 	115.07 	98.33 	65.09 	57.07 	69.75 	75.1 	112.15 	90.88 	58.81 p
A,LSR,NR,WORLD	68 	88 	107 	118 	192 	224 	273 	302 	312 	391 	440.667 	421 	409 	376 	393 	423 	464 	566 	596 	763 	714 	759 	608 	537.25 	475 	435.667 	350 	329 	328 	331 	323 	334 	307.8 	237 p
A,LSR,NR,ZA	1 	: 	: 	: 	: 	: 	: 	: 	0.53 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 
A,LSR,P_MACT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.519 	0.262 	0.261 	0.13 	1.947 	0.951 	0.705 	0.722 	1.842 	0.771 	0.252 	0.743 	1.334 	0.72 	1.367 	0.474 	1.001 	0.466 	0.577 p
A,LSR,P_MACT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.496 	0.448 	: 	0.239 	0.239 	0.475 	0.64 	1.218 	0.228 	1.191 	0.243 	0.226 	0.173 	1.189 	0.915 	: 	0.069 	0.208 	0.75 	0.5 	: 	0.202 p
A,LSR,P_MACT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.076 	: 	0.099 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,P_MACT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.049 	: 	: 	: 	: 	: 	: 	: 	0.191 	: 	: 	0.038 	: 	: 
A,LSR,P_MACT,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.871 	0.818 	0.973 	1.341 	1.735 	1.308 	1.633 	1.342 	1.894 	1.992 	1.602 	1.69 	1.62 	1.446 	0.961 	1.171 	1.465 	1.544 	0.964 	1.08 	0.971 	0.756 p
A,LSR,P_MACT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.363 	: 	0.357 	1.324 	1.067 	1.475 	0.882 	2.138 	1.752 	0.349 	1.484 	1.338 	1.997 	0.686 	1.692 	1.018 	0.684 	1.659 	1.548 	1.73 p
A,LSR,P_MACT,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.786 	0.851 	1.051 	1.023 	1.062 	0.882 	0.903 	0.739 	0.769 	0.621 	0.581 	0.776 	0.725 	0.559 	0.534 	0.516 	0.43 p
A,LSR,P_MACT,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.841 	1.038 	1.015 	1.05 	0.872 	0.894 	0.731 	0.762 	0.621 	0.581 	0.768 	0.725 	0.553 	0.536 	0.54 	0.438 p
A,LSR,P_MACT,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.028 	: 	: 	: 	: 	: 	: 
A,LSR,P_MACT,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.063 	: 	0.037 	: 	0.059 	: 	0.138 	0.053 	0.076 	: 	0.039 	0.084 	: 	: 	0.129 	0.048 	0.085 	: 	0.172 p
A,LSR,P_MACT,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.849 	0.722 	0.598 	0.63 	0.506 	0.435 	0.629 	0.538 	0.44 	0.429 	0.464 	0.377 p
A,LSR,P_MACT,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.597 	: 	0.386 	0.384 	2.108 	0.385 	0.771 	2.163 	1.133 	1.402 	0.677 	1.12 	0.374 	0.373 	0.372 	0.374 p
A,LSR,P_MACT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.029 	0.963 	1.471 	1.662 	1.346 	1.702 	1.421 	2.143 	1.616 	1.756 	0.885 	1.347 	1.039 	1.366 	1.119 	0.489 	1.316 	0.947 	1.096 	0.725 	0.814 	0.559 p
A,LSR,P_MACT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.027 	: 	: 	: 	: 	0.238 	: 	: 	0.479 	: 	0.238 	0.237 	: 	0.231 p
A,LSR,P_MACT,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.634 	1.697 	2.202 	1.613 	0.701 	0.768 	0.49 	1.402 	0.445 	0.44 	0.449 	: 	0.923 	0.464 	0.772 p
A,LSR,P_MACT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.263 	0.442 	0.28 	0.285 	0.219 	0.368 	0.644 	0.788 	0.401 	0.673 	0.56 	0.178 	0.144 	0.246 	0.133 	0.222 	0.041 	0.041 	0.081 	0.023 	0.01 p
A,LSR,P_MACT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.399 	: 	: 	: 	: 	: 	0.659 	0.66 	: 	0.654 	: 	0.675 	3.056 	1.365 p
A,LSR,P_MACT,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.556 	2.245 	1.652 	1.792 	1.182 	0.855 	0.758 	0.996 	0.285 	0.24 	1.484 	0.567 	0.716 	0.349 	0.461 	1.418 	1.291 	0.835 	0.568 	0.516 	1.42 	0.672 p
A,LSR,P_MACT,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.858 	: 	0.423 	0.424 	: 	0.418 	: 	: 	0.388 	: 	: 	: 	: 	0.185 p
A,LSR,P_MACT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.059 	: 	: 	: 	0.184 	0.081 	: 	0.059 	0.029 	0.03 	: 	: 	0.052 	0.058 	: 	: 	0.23 p
A,LSR,P_MACT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.289 	: 	0.372 	: 	: 	: 	: 	: 	: 	: 	: 	0.361 	0.074 	: 	: 
A,LSR,P_MACT,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.086 	0.029 	: 	: 	0.087 	: 	: 	: 	: 	0.013 	: 	0.068 	: 	: 	: 	: 	: 
A,LSR,P_MACT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.882 	1.013 	0.453 	0.898 	1.791 	2.028 	2.94 	2.023 	1.224 	1.999 	1.124 	0.433 	0.431 	0.866 	0.246 	0.413 	0.613 	0.204 	: 	0.319 	0.395 	0.391 p
A,LSR,P_MACT,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.933 	: 	0.96 	0.96 	: 	0.987 	2.977 p
A,LSR,P_MACT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.368 p
A,LSR,P_MACT,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.037 	: 
A,LSR,P_MACT,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.609 	0.881 	1.152 	0.971 	1.084 	0.935 	0.689 	0.969 	1.213 	2.525 	1.773 	0.931 	0.651 	0.662 	0.483 	0.259 	0.577 	0.294 	0.425 	0.325 	0.599 	0.282 p
A,LSR,P_MHAB,AT	0.133 	0.066 	: 	: 	: 	: 	: 	: 	: 	: 	0.392 	0.13 	0.256 	0.127 	: 	0.252 	0.126 	0.126 	0.063 	0.94 	0.459 	0.343 	0.347 	0.905 	0.368 	0.122 	0.363 	0.664 	0.361 	0.69 	0.239 	0.507 	0.238 	0.296 p
A,LSR,P_MHAB,AU	0.136 	0.134 	0.132 	0.065 	0.064 	0.143 	0.375 	0.061 	0.272 	0.059 	: 	0.116 	: 	0.132 	: 	0.222 	0.055 	0.064 	0.279 	0.053 	0.241 	0.156 	0.195 	: 	0.11 	0.161 	0.244 	0.012 	0.094 	0.069 	0.091 	0.036 	0.088 	0.052 p
A,LSR,P_MHAB,BE	: 	0.101 	: 	: 	: 	0.051 	: 	0.101 	0.101 	: 	0.101 	: 	0.2 	0.182 	: 	0.099 	0.099 	0.197 	0.268 	0.522 	0.098 	0.504 	0.104 	0.097 	0.075 	0.527 	0.404 	: 	0.031 	0.093 	0.339 	0.221 	: 	0.09 p
A,LSR,P_MHAB,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.032 	: 	0.043 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,P_MHAB,BR	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.007 	: 	: 	: 	0.003 	: 	: 	0.001 	0.002 	: 	: 	: 	: 	0.01 	: 	0.006 	: 	: 	: 	0.005 	: 	: 	: 	: 	: 
A,LSR,P_MHAB,CA	: 	0.081 	0.04 	: 	0.039 	0.058 	0.013 	0.038 	0.086 	: 	0.144 	0.053 	0.035 	0.105 	0.129 	0.034 	0.253 	0.209 	0.05 	0.28 	0.247 	0.265 	0.208 	0.141 	0.125 	0.083 	0.153 	0.182 	0.12 	0.126 	0.098 	0.14 	0.062 	: 
A,LSR,P_MHAB,CH	0.159 	0.316 	0.314 	0.312 	0.389 	0.387 	0.617 	0.498 	1.409 	1.435 	1.386 	1.221 	0.986 	0.482 	0.431 	0.997 	0.602 	0.726 	1.182 	1.656 	2.129 	1.562 	0.965 	1.288 	1.467 	0.809 	0.855 	0.755 	0.494 	0.454 	1.338 	0.931 	0.471 	0.777 p
A,LSR,P_MHAB,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.024 	: 	: 	: 	: 	: 	: 	: 	0.097 	: 	: 	0.019 	: 	: 
A,LSR,P_MHAB,DE	0.163 	0.219 	0.211 	0.374 	0.551 	0.377 	0.606 	0.806 	0.591 	0.689 	0.741 	0.558 	0.424 	0.395 	0.468 	0.641 	0.828 	0.624 	0.782 	0.649 	0.913 	0.96 	0.771 	0.813 	0.785 	0.716 	0.481 	0.59 	0.74 	0.783 	0.49 	0.544 	0.491 	0.385 p
A,LSR,P_MHAB,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.194 	: 	: 	0.192 	: 	0.19 	0.705 	0.567 	0.79 	0.469 	1.146 	0.931 	0.186 	0.797 	0.715 	1.074 	0.367 	0.913 	0.544 	0.361 	0.872 	0.806 	0.892 p
A,LSR,P_MHAB,EA18	0.078 	0.104 	0.104 	0.142 	0.202 	0.135 	0.218 	0.249 	0.227 	0.329 	0.301 	0.398 	0.276 	0.26 	0.31 	0.377 	0.381 	0.348 	0.378 	0.472 	0.462 	0.482 	0.404 	0.417 	0.343 	0.361 	0.293 	0.275 	0.37 	0.345 	0.265 	0.252 	0.245 	0.203 p
A,LSR,P_MHAB,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.394 	0.273 	0.257 	0.306 	0.373 	0.376 	0.344 	0.374 	0.467 	0.459 	0.477 	0.399 	0.413 	0.34 	0.357 	0.293 	0.276 	0.366 	0.345 	0.263 	0.253 	0.256 	0.208 p
A,LSR,P_MHAB,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.013 	: 	: 	: 	: 	: 	: 
A,LSR,P_MHAB,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.026 	: 	: 	: 	: 	: 	0.025 	: 	0.015 	: 	0.025 	: 	0.062 	0.024 	0.036 	: 	0.019 	0.042 	: 	: 	0.065 	0.024 	0.043 	: 	0.086 p
A,LSR,P_MHAB,EU28	0.065 	0.073 	0.09 	0.115 	0.167 	0.151 	0.227 	0.223 	0.2 	0.279 	0.264 	0.289 	0.223 	0.231 	0.276 	0.309 	0.329 	0.311 	0.32 	0.392 	0.39 	0.504 	0.393 	0.336 	0.279 	0.297 	0.24 	0.207 	0.301 	0.258 	0.21 	0.203 	0.221 	0.18 p
A,LSR,P_MHAB,FI	: 	: 	: 	: 	: 	0.204 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.291 	: 	0.193 	0.193 	1.059 	0.192 	0.383 	1.083 	0.571 	0.711 	0.345 	0.563 	0.187 	0.186 	0.185 	0.184 p
A,LSR,P_MHAB,FR	0.186 	0.203 	0.239 	0.21 	0.287 	0.235 	0.329 	0.251 	0.324 	0.67 	0.434 	0.917 	0.427 	0.399 	0.609 	0.691 	0.561 	0.71 	0.594 	0.905 	0.684 	0.745 	0.376 	0.589 	0.455 	0.598 	0.489 	0.214 	0.577 	0.416 	0.481 	0.317 	0.357 	0.245 p
A,LSR,P_MHAB,HU	: 	: 	: 	0.093 	: 	: 	: 	: 	0.094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.011 	: 	: 	: 	: 	0.099 	: 	: 	0.199 	: 	0.1 	0.1 	: 	0.101 p
A,LSR,P_MHAB,IE	: 	: 	: 	: 	: 	: 	: 	: 	0.283 	0.213 	0.348 	0.028 	: 	: 	: 	: 	: 	: 	: 	0.75 	0.794 	1.044 	0.769 	0.336 	0.372 	0.243 	0.713 	0.23 	0.224 	0.221 	: 	0.438 	0.218 	0.364 p
A,LSR,P_MHAB,IL	0.085 	: 	0.082 	: 	: 	0.236 	0.698 	0.458 	: 	0.516 	: 	0.034 	: 	: 	0.648 	0.42 	0.528 	0.858 	0.893 	0.653 	0.994 	0.585 	0.837 	0.897 	: 	1.299 	0.142 	0.139 	0.889 	0.401 	0.944 	0.193 	0.885 	0.372 p
A,LSR,P_MHAB,IN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.001 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,P_MHAB,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.212 	: 	3.584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LSR,P_MHAB,IT	0.018 	0.053 	0.018 	0.035 	0.088 	0.053 	0.075 	0.035 	0.041 	0.175 	0.132 	0.106 	0.194 	0.106 	0.176 	0.111 	0.114 	0.088 	0.149 	0.264 	0.325 	0.167 	0.282 	0.236 	0.075 	0.06 	0.103 	0.056 	0.094 	0.017 	0.017 	0.034 	0.01 	0.004 p
A,LSR,P_MHAB,JP	0.077 	0.178 	0.169 	0.215 	0.476 	0.562 	0.503 	0.9 	0.806 	0.998 	1.332 	0.986 	1.077 	1.006 	0.848 	1.014 	1.168 	1.403 	1.493 	2.08 	1.961 	1.846 	1.152 	1.075 	1.131 	1.025 	0.792 	1.014 	0.706 	0.756 	0.788 	0.712 	0.533 	0.45 p
A,LSR,P_MHAB,KR	: 	: 	: 	: 	: 	: 	: 	0.012 	: 	0.005 	0.023 	: 	0.011 	0.007 	0.022 	0.074 	0.137 	0.109 	0.151 	0.236 	0.266 	0.465 	0.679 	0.521 	0.52 	0.187 	0.227 	0.128 	0.061 	0.158 	0.053 	0.04 	0.1 	0.06 p
